d_codigo,d_asenta,d_tipo_asenta,d_mnpio,d_estado,d_ciudad,d_zona
45408,San Gaspar de las Flores,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45408,La Pila de San Gaspar,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45408,Arroyo,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45408,Bajío San Gaspar,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45408,Arboledas de San Gaspar,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45408,Huertas de San Gaspar,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45408,Jazmín,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45408,Lomas Gaspar,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45408,López Cotilla,Fraccionamiento,Tonalá,Jalisco,Tonalá,Urbano
45408,San Gaspar,Fraccionamiento,Tonalá,Jalisco,Tonalá,Urbano
45408,Huertas del Valle,Fraccionamiento,Tonalá,Jalisco,Tonalá,Urbano
45408,Poder Popular 3a Sección,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45408,Alamedas de San Gaspar,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45408,La Cañada,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45410,Loma Linda,Fraccionamiento,Tonalá,Jalisco,Tonalá,Urbano
45410,Rancho de los Alvarez,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45410,Rinconada de La Cruz,Fraccionamiento,Tonalá,Jalisco,Tonalá,Urbano
45410,Duque,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45410,El Panorámico 2,Fraccionamiento,Tonalá,Jalisco,Tonalá,Urbano
45410,Juárez,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45410,Villas Cruz,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45410,Privadas de la Reyna,Fraccionamiento,Tonalá,Jalisco,Tonalá,Urbano
45410,Haciendas de la Reina,Fraccionamiento,Tonalá,Jalisco,Tonalá,Urbano
45410,Coyula,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45410,El Panorámico,Fraccionamiento,Tonalá,Jalisco,Tonalá,Urbano
45410,Rinconada de San Lorenzo,Fraccionamiento,Tonalá,Jalisco,Tonalá,Urbano
45410,Rinconada de Coyula,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45410,Jardines de La Reyna,Fraccionamiento,Tonalá,Jalisco,Tonalá,Urbano
45410,Misión de los Viñedos,Fraccionamiento,Tonalá,Jalisco,Tonalá,Urbano
45410,Urbi Quinta Montecarlo,Fraccionamiento,Tonalá,Jalisco,Tonalá,Urbano
45410,Vergel,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45410,Real Cruz,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45410,Cruz Loma,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45410,Prados de la Cruz,Fraccionamiento,Tonalá,Jalisco,Tonalá,Urbano
45410,Puerta Sol,Fraccionamiento,Tonalá,Jalisco,Tonalá,Urbano
45410,Buena Mirada,Fraccionamiento,Tonalá,Jalisco,Tonalá,Urbano
45410,Prados de Coyula Sección II,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45410,Prados de la Cruz,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45410,Valle Verde,Fraccionamiento,Tonalá,Jalisco,Tonalá,Urbano
45410,Rinconada,Fraccionamiento,Tonalá,Jalisco,Tonalá,Urbano
45410,Cerrito de La Reyna,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45410,Mesa de las Gamboas,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45410,San Coyula,Fraccionamiento,Tonalá,Jalisco,Tonalá,Urbano
45410,Urbi Villa del Río,Fraccionamiento,Tonalá,Jalisco,Tonalá,Urbano
45410,Rancho La Cruz,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45410,Prados de Coyula Sección I,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45410,Llano Verde,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45410,Los Vizcarra,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45410,Arboleda Tonala,Fraccionamiento,Tonalá,Jalisco,Tonalá,Urbano
45412,La Resolana,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45412,La Presa,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45412,Mirador Oriente,Fraccionamiento,Tonalá,Jalisco,Tonalá,Urbano
45412,Colimilla,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45412,La Noria,Fraccionamiento,Tonalá,Jalisco,Tonalá,Urbano
45412,Emiliano Zapata,Colonia,Tonalá,Jalisco,Tonalá,Semiurbano
45412,Nuevo Israel,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45412,Gallos Viejos,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45412,Loma de San Gaspar,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45412,Lázaro Cárdenas (Barranquitas),Colonia,Tonalá,Jalisco,Tonalá,Urbano
45412,Francisco Villa,Colonia,Tonalá,Jalisco,Tonalá,Semiurbano
45412,Jalisco 2a. Sección,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45412,El Ahuatan,Colonia,Tonalá,Jalisco,Tonalá,Semiurbano
45412,Jalisco 1a. Sección,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45412,Los Conejos,Fraccionamiento,Tonalá,Jalisco,Tonalá,Urbano
45413,Potrero de San Jose,Fraccionamiento,Tonalá,Jalisco,Tonalá,Urbano
45413,Surcos Largos,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45413,Colosio,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45413,Poder Popular 4a Sección,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45413,Lázaro Cárdenas,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45413,Residencias el Prado (Jardines del Prado),Fraccionamiento,Tonalá,Jalisco,Tonalá,Urbano
45413,Tulipanes,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45413,Poder Popular 5a Sección,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45414,El Recodo,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45416,Bosques de Tonala,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45417,Rancho La Campana,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45417,El Moral,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45417,Hacienda La Loma o El Casco,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45417,Cerro de La Campana,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45417,Plan del Guaje,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45417,Jardines de La Cruz Oriente,Fraccionamiento,Tonalá,Jalisco,Tonalá,Urbano
45418,Las Cañadas,Fraccionamiento,Tonalá,Jalisco,Tonalá,Urbano
45419,Rey Xolotl,Unidad habitacional,Tonalá,Jalisco,Tonalá,Urbano
45420,Ojo de Agua,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45420,El Bordo,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45420,Santa Paula,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45420,El Rincón,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45420,La Liga,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45420,Potrerillo,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45420,Los Puestos,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45420,La Severiana,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45420,Poder Popular 2a Sección,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45420,Santa Isabel,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45420,La Gigantera,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45420,Santa Rosa,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45420,La Puerta,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45420,Residencial Misión de Guadalupe,Fraccionamiento,Tonalá,Jalisco,Tonalá,Urbano
45420,La Pilita,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45422,Rancho Sánchez,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45422,Mismaloya (Pedregal de Santa Martha),Colonia,Tonalá,Jalisco,Tonalá,Urbano
45422,Colinas Tonalá,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45422,El Arenal,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45422,Gallo Colorado,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45422,Vistas del Pedregal,Fraccionamiento,Tonalá,Jalisco,Tonalá,Urbano
45422,Lomas de San Miguel,Fraccionamiento,Tonalá,Jalisco,Tonalá,Urbano
45422,La Loma,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45422,Ocotillo,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45422,Potrero de Jauja,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45422,Los Amiales,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45422,Encinos,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45424,San Francisco de La Soledad,Ranchería,Tonalá,Jalisco,Tonalá,Rural
45424,Lomas del Salto,Fraccionamiento,Tonalá,Jalisco,Tonalá,Urbano
45424,Puente Viejo,Fraccionamiento,Tonalá,Jalisco,Tonalá,Rural
45424,Pinar Paz,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45424,Fuerte,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45425,Lomas de San Miguel,Fraccionamiento,Tonalá,Jalisco,Tonalá,Urbano
45425,San Miguel de La Punta,Ranchería,Tonalá,Jalisco,Tonalá,Urbano
45425,La Guadalupana,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45425,Lomas de San Miguel II,Fraccionamiento,Tonalá,Jalisco,Tonalá,Urbano
45425,Vasconcelos,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45425,Luis Alonso González,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45426,Arroyo de Enmedio,Hacienda,Tonalá,Jalisco,Tonalá,Urbano
45427,Puente Grande,Pueblo,Tonalá,Jalisco,Tonalá,Urbano
45427,Agua Blanca,Ranchería,Tonalá,Jalisco,Tonalá,Rural
45427,Hipódromo,Colonia,Tonalá,Jalisco,Tonalá,Rural
45427,Ejidal del Sol,Fraccionamiento,Tonalá,Jalisco,Tonalá,Urbano
45427,Real Fresno,Fraccionamiento,Tonalá,Jalisco,Tonalá,Urbano
45427,El Jordan,Fraccionamiento,Tonalá,Jalisco,Tonalá,Urbano
45427,Tololotlan,Pueblo,Tonalá,Jalisco,Tonalá,Rural
45428,La Llave,Fraccionamiento,Tonalá,Jalisco,Tonalá,Urbano
45428,Jardines de La Hacienda,Fraccionamiento,Tonalá,Jalisco,Tonalá,Urbano
45428,Jauja,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45428,El Paraíso,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45428,Jardines Mirador,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45428,Puerta de Jauja,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45428,Los Pajaritos,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45428,La Esperanza,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45428,La Ladrillera,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45428,Hacienda Del Real,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45428,La Calma,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45429,Praderas de Tonallan,Fraccionamiento,Tonalá,Jalisco,Tonalá,Urbano
45429,Lagunitas Tonallan,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45429,El Vado,Ranchería,Tonalá,Jalisco,Tonalá,Urbano
45429,Puerta Sol Autopista,Fraccionamiento,Tonalá,Jalisco,Tonalá,Urbano
45429,Haciendas Tonalá,Colonia,Tonalá,Jalisco,Tonalá,Urbano
45429,Paseo de la Cañada,Fraccionamiento,Tonalá,Jalisco,Tonalá,Urbano
45430,Zapotlanejo,Ciudad,Zapotlanejo,Jalisco,,Rural
45430,El Bajío,Ranchería,Zapotlanejo,Jalisco,,Rural
45430,La Morita,Ranchería,Zapotlanejo,Jalisco,,Rural
45430,La Ceja,Ranchería,Zapotlanejo,Jalisco,,Rural
45430,Grupo de los 100,Zona comercial,Zapotlanejo,Jalisco,,Rural
45430,El Ocote de Nuño,Ranchería,Zapotlanejo,Jalisco,,Rural
45432,Lomas de Huizquilco,Colonia,Zapotlanejo,Jalisco,,Urbano
45434,Colimilla,Hacienda,Zapotlanejo,Jalisco,,Rural
45434,El Aguacate,Ranchería,Zapotlanejo,Jalisco,,Rural
45435,El Maestranzo 1,Ranchería,Zapotlanejo,Jalisco,,Rural
45435,Noxtla,Ranchería,Zapotlanejo,Jalisco,,Rural
45435,Matatlan,Pueblo,Zapotlanejo,Jalisco,,Rural
45436,Los Platos,Ranchería,Zapotlanejo,Jalisco,,Rural
45437,Mezquite Grande,Ranchería,Zapotlanejo,Jalisco,,Rural
45438,La Laja,Pueblo,Zapotlanejo,Jalisco,,Rural
45438,Las Americas,Condominio,Zapotlanejo,Jalisco,,Rural
45439,El Salitre (La Mora),Pueblo,Zapotlanejo,Jalisco,,Rural
45439,Cuchillas,Ranchería,Zapotlanejo,Jalisco,,Rural
45439,La Mezquitera,Ranchería,Zapotlanejo,Jalisco,,Rural
45440,El Saucillo de Maldonado,Ranchería,Zapotlanejo,Jalisco,,Rural
45443,Joya Chica,Ranchería,Zapotlanejo,Jalisco,,Rural
45443,El Cacalote,Ranchería,Zapotlanejo,Jalisco,,Rural
45443,La Purísima,Ranchería,Zapotlanejo,Jalisco,,Rural
45444,San Joaquín Zorrillos,Pueblo,Zapotlanejo,Jalisco,,Rural
45444,Calabozo,Ranchería,Zapotlanejo,Jalisco,,Rural
45445,San Jose de las Flores,Ranchería,Zapotlanejo,Jalisco,,Rural
45445,Agua Bermeja,Ranchería,Zapotlanejo,Jalisco,,Rural
45445,Joya Del Camino,Ranchería,Zapotlanejo,Jalisco,,Rural
45446,Tinajeros,Ranchería,Zapotlanejo,Jalisco,,Rural
45448,Las Tortugas Del Cacalote,Ranchería,Zapotlanejo,Jalisco,,Rural
45450,Tecomatlan,Ranchería,Zapotlanejo,Jalisco,,Rural
45452,Buenos Aires,Ranchería,Zapotlanejo,Jalisco,,Rural
45452,Cerrito de Buenos Aires,Ranchería,Zapotlanejo,Jalisco,,Rural
45453,El Carrizo,Ranchería,Zapotlanejo,Jalisco,,Rural
45453,Salto de Coyotes,Hacienda,Zapotlanejo,Jalisco,,Rural
45454,El Cebadero,Ranchería,Zapotlanejo,Jalisco,,Rural
45455,Los Ocotes,Ranchería,Zapotlanejo,Jalisco,,Rural
45460,Santa Fe,Pueblo,Zapotlanejo,Jalisco,,Rural
45462,Agua Escondida,Ranchería,Zapotlanejo,Jalisco,,Rural
45463,Escalofrío de Santa Fe,Ranchería,Zapotlanejo,Jalisco,,Rural
45464,San Román Corralillos de las Flores,Ranchería,Zapotlanejo,Jalisco,,Rural
45465,La Paz (Piedras Negras),Ranchería,Zapotlanejo,Jalisco,,Rural
45466,La Huizachera,Ranchería,Zapotlanejo,Jalisco,,Rural
45470,Acatic,Pueblo,Acatic,Jalisco,,Rural
45473,Chivatero,Ranchería,Acatic,Jalisco,,Rural
45474,El Colomo,Ranchería,Acatic,Jalisco,,Rural
45474,El Chiquihuitillo,Ranchería,Acatic,Jalisco,,Rural
45474,Ceja de Ramblas,Ranchería,Acatic,Jalisco,,Rural
45475,El Refugio,Congregación,Acatic,Jalisco,,Rural
45475,Piedra Amarilla,Ranchería,Acatic,Jalisco,,Rural
45475,Gustavo Diaz Ordaz,Congregación,Acatic,Jalisco,,Rural
45476,El Sáuz,Ranchería,Acatic,Jalisco,,Rural
45476,Estancia de Acatic,Congregación,Acatic,Jalisco,,Rural
45476,La Nopalera,Ranchería,Acatic,Jalisco,,Rural
45477,Las Motas,Ranchería,Acatic,Jalisco,,Rural
45477,Tierras Coloradas,Congregación,Acatic,Jalisco,,Rural
45477,Saltillo de Arriba,Ranchería,Acatic,Jalisco,,Rural
45477,San Bartolo,Ranchería,Acatic,Jalisco,,Rural
45478,Tequililla,Congregación,Acatic,Jalisco,,Rural
45479,El Capadero,Congregación,Acatic,Jalisco,,Rural
45479,Los Ranchitos,Congregación,Acatic,Jalisco,,Rural
45479,La Leonerita,Congregación,Acatic,Jalisco,,Rural
45480,Cuquio,Ciudad,Cuquío,Jalisco,,Rural
45482,Juchitlan,Pueblo,Cuquío,Jalisco,,Rural
45483,Las Cruces,Ranchería,Cuquío,Jalisco,,Rural
45484,Ocotic,Pueblo,Cuquío,Jalisco,,Rural
45484,San Jose de los Molina,Ranchería,Cuquío,Jalisco,,Rural
45485,Los Arcos,Ranchería,Cuquío,Jalisco,,Rural
45486,Los Capulines,Ranchería,Cuquío,Jalisco,,Rural
45486,El Derramadero,Ranchería,Cuquío,Jalisco,,Rural
45486,El Carricillo,Ranchería,Cuquío,Jalisco,,Rural
45486,Los Zapotes,Ranchería,Cuquío,Jalisco,,Rural
45488,La Tortuga,Ranchería,Cuquío,Jalisco,,Rural
45490,Contla,Pueblo,Cuquío,Jalisco,,Rural
45492,Varas Dulces,Ranchería,Cuquío,Jalisco,,Rural
45492,Ojo de Agua Colorada,Ranchería,Cuquío,Jalisco,,Rural
45492,El Tepozan,Ranchería,Cuquío,Jalisco,,Rural
45493,Agua Blanca,Ranchería,Cuquío,Jalisco,,Rural
45493,El Cuatro,Ranchería,Cuquío,Jalisco,,Rural
45493,La Esperanza,Ranchería,Cuquío,Jalisco,,Rural
45494,Teponahuasco,Ranchería,Cuquío,Jalisco,,Rural
45494,El Aguacate,Ranchería,Cuquío,Jalisco,,Rural
45494,Puerto de Tateposco,Ranchería,Cuquío,Jalisco,,Rural
45495,El Mirador,Ranchería,Cuquío,Jalisco,,Rural
45495,San Juan Del Monte,Pueblo,Cuquío,Jalisco,,Rural
45496,Llano de Plasencia,Ranchería,Cuquío,Jalisco,,Rural
45496,Cuacuala,Pueblo,Cuquío,Jalisco,,Rural
45500,Tlaquepaque Centro,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45500,Niños Heroes,Condominio,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45500,Tlaquepaque Pueblito,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45509,INFONAVIT Revolución,Unidad habitacional,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45510,Los Meseros,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45519,Jardines de La Paz,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45520,Patria FOVISSSTE,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45520,Lindavista,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45520,Los Altos,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45525,Real Patria,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45525,Parque Tlaquepaque,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45525,Residencial La Soledad,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45527,Residencial Camichines Condomio del Sol,Fraccionamiento,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45527,Camichines Alborada 2 Sección,Fraccionamiento,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45527,Camichines Alborada 3 Sección,Fraccionamiento,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45527,La Asunción,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45527,Camichines Alborada 1ra. sección,Fraccionamiento,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45528,Los Altos 3a Secc,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45530,Arroyo de Las Flores,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45530,Nuevo Santa María,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45530,Guayabitos,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45530,Lomas del Tepeyac,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45530,Francisco I. Madero,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45535,Lomas de Santa María,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45535,Industrial El Camino,Fraccionamiento,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45540,Residencial La Asunción 1a. Sección,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45540,Hidalgo,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45540,Camichines Residencial 1ra. Sección,Fraccionamiento,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45540,Camichines Residencial 2da. Sección,Fraccionamiento,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45550,Quintero,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45559,Prados Tlaquepaque,Fraccionamiento,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45559,Lomas de Tlaquepaque,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45560,El Álamo,Fraccionamiento,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45560,Alfareros,Condominio,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45560,Álamo,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45560,Lomas Del Álamo,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45560,Álamo Oriente,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45560,La Capacha,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45560,Rancho Blanco,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45560,Jardines del Álamo,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45567,Álamo Super Manzana,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45570,Colonial Tlaquepaque,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45579,Hacienda de Tlaquepaque,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45580,Nueva Central Camionera,Zona comercial,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45580,Salvador Portillo López,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45580,Azabache,Condominio,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45580,El Palomo,Condominio,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45580,Revolución,Fraccionamiento,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45580,Residencial Revolución,Fraccionamiento,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45580,El Puente,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45580,La Duraznera,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45580,Solidaridad,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45580,Villas Los Cantaros,Fraccionamiento,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45580,Hacienda de Vidrios,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45580,Villas de Loma Grande,Fraccionamiento,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45580,Canal 58,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45580,Los Portales,Fraccionamiento,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45580,San Pedro Pescador,Conjunto habitacional,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45588,El Órgano,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45588,El Tapatío,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45588,Las Flores,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45588,El Tapatío 2da. Sección,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45588,Residencial El Tapatío,Fraccionamiento,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45588,Haciendas San Pedro,Fraccionamiento,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45588,Jardines Del Tapatío,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45588,Paisajes del Tapatío,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45589,Las Huertas,Fraccionamiento,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45589,Revolución Jardín,Fraccionamiento,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45589,Lomas de San Miguel,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45589,Las Huertas,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45590,Indígena,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45590,Brisas de Chapala,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45590,La Ladrillera,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45590,Las Vegas,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45590,Lázaro Cárdenas,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45590,Barrio de Cemento,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45590,Meridiano,Fraccionamiento,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45590,Las Juntas,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45590,Nueva Lázaro Cárdenas,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45590,Hogares del Álamo,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45590,Felipe Ángeles,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45590,Las Juntitas,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45590,Juan Diego,Fraccionamiento,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45593,Álamo Industrial,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45594,FOVISSSTE Miravalle,Fraccionamiento,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45594,INFONAVIT Miravalle,Fraccionamiento,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45594,Terralta,Fraccionamiento,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45595,El Vergel 1ra. Sección,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45595,El Vergelito,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45595,El Vergel 2da. Sección,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45595,Micaelita,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
45596,La Guadalupana,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque,Urbano
